Dates,A->C,A->T,A->G,C->A,C->T,C->G,T->A,T->C,T->G,G->A,G->C,G->T,N
2021-03-10,0.46938775510204084,0.9183673469387755,3.2857142857142856,1.1224489795918366,13.63265306122449,0.02040816326530612,0.3673469387755102,1.6938775510204083,0.4897959183673469,1.9387755102040816,1.2040816326530612,3.204081632653061,49
2021-03-11,0.28205128205128205,1.4102564102564104,3.2051282051282053,1.6153846153846154,13.435897435897436,0.15384615384615385,0.6923076923076923,1.9230769230769231,0.6153846153846154,2.051282051282051,1.8461538461538463,2.923076923076923,39
2021-03-12,0.358974358974359,1.0512820512820513,3.4615384615384617,1.3333333333333333,12.538461538461538,0.1282051282051282,0.48717948717948717,1.8974358974358974,0.48717948717948717,1.6153846153846154,1.3076923076923077,3.2564102564102564,39
2021-03-13,0.3125,0.9166666666666666,3.1875,1.4583333333333333,13.270833333333334,0.041666666666666664,0.5416666666666666,2.0625,0.5833333333333334,1.7083333333333333,1.2708333333333333,3.6041666666666665,48
2021-03-14,0.3048780487804878,1.2682926829268293,3.231707317073171,1.6341463414634145,13.158536585365853,0.04878048780487805,0.5609756097560976,2.0121951219512195,0.6097560975609756,1.975609756097561,1.646341463414634,3.024390243902439,82
2021-03-15,0.32,1.34,3.76,1.76,13.42,0.1,0.68,1.9,0.64,2.12,1.66,2.7,50
2021-03-16,0.46551724137931033,1.1896551724137931,3.5517241379310347,1.6896551724137931,13.431034482758621,0.1206896551724138,0.6206896551724138,2.1206896551724137,0.5689655172413793,2.2758620689655173,1.6551724137931034,2.896551724137931,58
2021-03-17,0.3333333333333333,0.5238095238095238,3.761904761904762,0.7619047619047619,12.714285714285714,0.047619047619047616,0.23809523809523808,1.5238095238095237,0.3333333333333333,1.6666666666666667,0.6666666666666666,2.857142857142857,21
2021-03-18,0.3888888888888889,1.5555555555555556,3.0555555555555554,1.7037037037037037,14.12962962962963,0.14814814814814814,0.6851851851851852,2.2037037037037037,0.6481481481481481,2.111111111111111,1.6666666666666667,2.7962962962962963,54
2021-03-19,0.4782608695652174,1.2391304347826086,3.108695652173913,1.673913043478261,13.130434782608695,0.10869565217391304,0.6304347826086957,2.391304347826087,0.5434782608695652,2.260869565217391,1.6521739130434783,2.760869565217391,46
2021-03-20,0.4925373134328358,0.9850746268656716,3.701492537313433,1.3880597014925373,13.328358208955224,0.14925373134328357,0.5074626865671642,2.1492537313432836,0.6417910447761194,2.2686567164179103,1.3432835820895523,3.1791044776119404,67
